source_row_number,severity,issue_type,column_name,column_index,value,message
99,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar a construir, tres dormitorios, uno en suite con baño privado, cocina comedor estar, cochera descubierta, BAJO ORD 27/10, art 1, punto 2, Infraccion arrt 5, 27, 37, 144, 151 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
100,warning,invalid_ar_date,VISADO,44,"relevamiento de modificaciones en supermercado, conforme a obra, BAJO ORD 27/10, art 1, punto 2 y 3, Infraccion Ord 130/22, art 24, Infraccion art 5, 27, 37, 179, 226 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
101,warning,invalid_ar_date,VISADO,44,"relevamiento de vivienda unifamiliar, un dormitorio, baño, cocina desayunador, estar, galeria semicubierta al fondo con parrilla, cochera cubierta lateral para dos vehiculos, BAJO ORD 27/10, art 1, punto 2, inc 2, Infraccion art 5, 27, 37, 130, 144, 151, 176, 179, 202 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
102,warning,invalid_ar_date,VISADO,44,"relevamiento de hotel de 13 habitaciones, 11 de ellas cuentan ncon living individual, espacio comun, 10 cocheras, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion art 5, 27, 37, 144, 179, 201, 202, 226, 232, 254, 258 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
103,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar a construir, tres dormitorios, uno en suite con baño privado, baño completo, cocina desayunador comedor estar, toilete, escritorio, lavadero cubierto, semicubierto galeria quincho con parrilla al fondo, cochera descubierta al frente",Fecha de visado invalida para formato AR (dd/mm/aaaa).
104,warning,invalid_ar_date,VISADO,44,"departamentos individuales a construir, de dos dormitorios, baño, cocina comedor estar,",Fecha de visado invalida para formato AR (dd/mm/aaaa).
105,warning,invalid_ar_date,VISADO,44,"modificaciones a realizar en local comercial, se divide en trezs locales individuales, BAJO ORD 27/10, art 1, punto 1, inc 9, Infraccion art 5, 27, 37, 179, 187, 223, 233 del CE, Infraccion Ord 130/22, art 20 Zona Urbana",Fecha de visado invalida para formato AR (dd/mm/aaaa).
106,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar a construir, dos dormitorios, baño, cocina con isla desayunador comedor estar, acceso hall cubierto, galeria fondo, cochera semicubierta para dos vehiculos, con quincho parrilla bacha barra mesada",Fecha de visado invalida para formato AR (dd/mm/aaaa).
107,warning,invalid_ar_date,VISADO,44,"vivienda prefabricada a construir viviendas 2002, dos dormitorios, baño, cocina comedor, cochera semicubierta",Fecha de visado invalida para formato AR (dd/mm/aaaa).
108,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar a construir, tres dormitorios, uno son baño privado, baño, cocina estar comedor, quincho semicubierto con parrilla y bacha anexo a la cocina comedor estar, cochera descubierta",Fecha de visado invalida para formato AR (dd/mm/aaaa).
109,warning,invalid_ar_date,VISADO,44,"cuatro unidades de vivienda a construir, separadas, dos de dos dormitorios, baño, cocina comedor estar, dos con un solo dormitorio, baño, cocina comedor estar, cocheras descubiertas",Fecha de visado invalida para formato AR (dd/mm/aaaa).
110,warning,invalid_ar_date,VISADO,44,"local comercial a construir, llocal y baño",Fecha de visado invalida para formato AR (dd/mm/aaaa).
111,warning,invalid_ar_date,VISADO,44,"BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion art 5, 27, 37, 178, 179, 181, 182, m201, 202, 226 del CE, infraccion Ord 56/07, art 3, inc 2, sub inc 1, Infraccion Ord 130/22 art 19, anexo V",Fecha de visado invalida para formato AR (dd/mm/aaaa).
112,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar a construir, dos dormitorios, uno en suite con vestidor y baño compartimentado, baño, lavadero, cocina desayunador, comedor estar, galeria semicubierta cochera doble",Fecha de visado invalida para formato AR (dd/mm/aaaa).
113,warning,invalid_ar_date,VISADO,44,"vivienda existente con planos, dos dormitorios, estar, comedor cocina,. Baño, cochera semicubierta, relevamiento de vivieenda al fondo y ampliacion de la misma, en pb cocina comedor, estudio, baño, a construir en pb cochera semicubierta con sector quincho, en pa dos dormitorios y baño, BAJO ORD 27/10, art 1, punto 2, inc 2, Infraccion art 5, 27, 37, 179 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
114,warning,invalid_ar_date,VISADO,44,"relevamiento de vivienda unifamiliar, dos dormitorios, baño, cocina comedor estar, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion arrt 5, 27, 37, 144, 151 del CE, Infraccion Ord 130/22 art 20",Fecha de visado invalida para formato AR (dd/mm/aaaa).
115,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar a construir, previa demolicion de la existente, cuatro dormitorios en PA, uno en suite con baño, baño compartimentado, lavadero, balcón, en PB cochera cubierta, hall de acceso, cocina comedor estar, baño, semicubierto con parrilla y toilete al exterior",Fecha de visado invalida para formato AR (dd/mm/aaaa).
116,warning,invalid_ar_date,VISADO,44,"galpòn depòsito a cosntruir, BAJO ORD 27/10, art 1, punto 1, inc 9, Infreaccion art 5, 27, 37 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
117,warning,invalid_ar_date,VISADO,44,"relevamiento de ampliaciones y modificaciones realizadas en la iglesia, reforma cocina, agrega baños, deposito pequeño en el fondo, reforma en el templo, BAJO ORD 27/10, art 1, punto 2, inc 3 y 3, Infraccion Ord 130/22, art 20, anexo V. Ord 56/07, art 3, inc 2, sub inc 1, Infraccion art 5, 27, 37, 176, 179, 181, 182, 202, 223, 232, 233, 258 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
118,warning,invalid_ar_date,VISADO,44,"vivienda existente con planos, dos dormitorios, estar, comedor cocina, baño, vivienda a construir en PB, dos dormitorios, baño, cocina comedor, BAJO ORD 27/10, art 1, punto 2, inc 9, Infraccion art 5, 27, 37. 130, 179, 202, 232 del CE, Inf Ord 130/22, art 20 Anexo V",Fecha de visado invalida para formato AR (dd/mm/aaaa).
119,warning,invalid_ar_date,VISADO,44,"relevamiento de vivienda unifamiliar, dos dormitorios, baño, cocina comedor, cochera descubierta, BAJO ORD 27/10, art 1, punto 2, inc 2, Infraccion art 5, 27, 37, 144, 151, 178, 179, 181, 182, 202, 227, 232 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
120,warning,invalid_ar_date,VISADO,44,"relevamiento de dos unoidades de vivienda, cada una con tres dormitoios, cocina, comedor estatr, baño, una con lavadero cubierto, la otra con quincho semicubiierto con parrilla y bacha, cocheras semicubiertas al frente, BAJO ORD 27/10, art 1, punto 2 inc 2, Infraccion art 5, 27, 37, 178, 179, 181, 182, 202, 223, 233 del CE, Ord 56/07, art 3, inc 1, Ord 53/07",Fecha de visado invalida para formato AR (dd/mm/aaaa).
121,warning,invalid_ar_date,VISADO,44,"cuatro uniades de un dormitorio existentes, cuatro a construir de las mismas caracteristicas, a declarar pileta tanque australiano",Fecha de visado invalida para formato AR (dd/mm/aaaa).
122,warning,invalid_ar_date,VISADO,44,"vivienda existente en el fondo a remodelar y transformar en quincho, dos viviendas  a construir en el frente una en PB y otra en PA, cda una de un dormitorio, baño, cocina comedor estar, lavadero semicubierto, cocheras descubiertas, BAJO ORD 27/10, art 1, punto 2, inc 2, infraccion art 5, 27, 37, 232 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
123,warning,invalid_ar_date,VISADO,44,"BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion ORD 53/07, ORD 130/22, art 20, Anexo V, infraccion art 5, 27, 37, 179, 181, 182, 202, 223, 232, 233, 247 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
124,warning,invalid_ar_date,VISADO,44,"relevamiento de ampliaci{on realizada en galpón/depósito local comercial, BAJO ORD 27/10, art 1, inc 2, sub inc 2 y 3, Infraccion Ord 130/20, art 20, Anexo V(retiro, FOS), Infraccion art 5, 27, 37, 179 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
125,warning,invalid_ar_date,VISADO,44,"viienda existente, se plantea construir 4 unidades de vviienda de un dormitorio, baño, cocina comecdor estar, cocheras descubiertas y un espacio con pileta cubierta y dependencias ""pegadas"" a la vivieda existente, BAJO ORD 27/10, art 1 punto 1, inc 9, Infraccion art 5, 27, 37, 179 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
126,warning,invalid_ar_date,VISADO,44,"viviendas existentes, relevamiento de una, demolicion de la ubicada en la esquina y una nueva a construir de dos dormitorios, cocina comedor estar, cocheras descubiertas, BAJO ORD 27/10, art 1, punto 2, inc 2, Infraccion art 5, 27,37, 178, 179, 181, 182, 202, 227 del CE, ORd 56/07, art 3, inc 1, ORd 53/07",Fecha de visado invalida para formato AR (dd/mm/aaaa).
127,warning,invalid_ar_date,VISADO,44,"relevamiento de vivienda unifamiliar, tres dormitorios, baño, cocina comedor estar, acceso semicubierto, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion art 5, 27, ,37, 178, 136 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
128,warning,invalid_ar_date,VISADO,44,"vivienda existente a demoler, local comercial a construir",Fecha de visado invalida para formato AR (dd/mm/aaaa).
129,warning,invalid_ar_date,VISADO,44,"demolición de construccion y local existente (alineacion) plano visado antes, local comercial a consutri, farmacia,",Fecha de visado invalida para formato AR (dd/mm/aaaa).
130,warning,invalid_ar_date,VISADO,44,"dos depositos a construir al fondo del lote, 4 locales comerciales con planos en el frente, BAJO ORD 27/10, Infraccion art 5, 27, 37, 179 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
131,warning,invalid_ar_date,VISADO,44,"relevamiento y remodelacion de vivienda existente en PB, vivienda nueva en PB al fondo del lote, dos viviendas a cosntruir en PA sobre la vivienda existente al frente del lote",Fecha de visado invalida para formato AR (dd/mm/aaaa).
132,warning,invalid_ar_date,VISADO,44,"dos unidades de vivienda a cosntruir, de alquiler, una en PA con dos dormitorios, cocina comedor estar y baño, en PB otra similar, tres cocheras semicubiertas, dos viviendas exitentes con planos de caract similares, piscina a construir, glapon deposito cochera al fondo a relevar accesible tambien desde lote lindero, BAJO ORD 27/10, art 1, punto 2, inc 2, Infraccion art 5, 27, 37 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
133,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar, tres dormitorios, uno en suite con baño privado, baño completo compartimentado, lavadero, toilet al exterior, estar comedor cocina desayunador, cochera semicubierta para dos vehiculos, BAJO ORD 27/10, art 1, punto 1, inc 9, punto 2, inc 2, Infraccion art 5, 27, 37, del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
134,warning,invalid_ar_date,VISADO,44,"relevamiento de galpón depósito al fondo del lote, dos locales comerciales al frente c/u con sanitario con plano antecedente, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion ORD 130/22, art 20 Anexo V, infraccion art 5, 27, 37, 176, 179, 202 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
135,warning,invalid_ar_date,VISADO,44,"edificio de cocheras a cosntruir ($208553,37)",Fecha de visado invalida para formato AR (dd/mm/aaaa).
136,warning,invalid_ar_date,VISADO,44,"una vivienda de cuatro dormitorios, estar, cocina comedor, depostio, baño, toilete y cochera semicubierta la frente, detrás, tres deptos, uno en PB de un dormitorio, cocina comedor y baño, en PA dos monoambientes, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion art 5, 27, 37, 144, 151, 176, 202, 232, 246, 256 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
137,warning,invalid_ar_date,VISADO,44,"BAJO ORD 27/10, art 1, punto 2, inc 2, Infraccion art 5, 27, 37, 144, 151, 176, 181, 182, 202, 223, 233 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
138,warning,invalid_ar_date,VISADO,44,"demolicion de vivienda exixtente, se mantiene la fachada, edificio de departamentos a construir, 23 unidades de vivienda de un dormitorio, cocina comedor estar, baño, cocheras descubiertas, y semienterradas, local comercial en PB",Fecha de visado invalida para formato AR (dd/mm/aaaa).
139,warning,invalid_ar_date,VISADO,44,"BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion Ord 130/22, art 29, Anexo V, CE art 5, 27, 37, 144, 176, 178, 179, 202, 230, Infraccion Ord 53/07",Fecha de visado invalida para formato AR (dd/mm/aaaa).
140,warning,invalid_ar_date,VISADO,44,"dos unidades de vivienda a construir, dos dormitorios, baño, cocina comedor estar cada una, cochreas al frente descubiertas",Fecha de visado invalida para formato AR (dd/mm/aaaa).
141,warning,invalid_ar_date,VISADO,44,"relevamiento de ampliacion realizada en vivienda de dos dormitorios, baño, cocina comedor, dormitorio al fondo con baño y semicubierto para cochera",Fecha de visado invalida para formato AR (dd/mm/aaaa).
142,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar a construir, madera, en PA tres dormitorios, uno en suite con vestidor y bañoi compartimentado completo, baño completo compartimentado, sector estar intimo, balcones y lavadero, en PB estar comedor cocina desayunador sala de te, toilete, acceso, deposito, quincho con parrilla y baño, semicubierto al fondo galeria expansioin, semicubierto al frente para cocheras dos vehiculos, espacio de guardado exterior, piscina la fondo, terraza",Fecha de visado invalida para formato AR (dd/mm/aaaa).
143,warning,invalid_ar_date,VISADO,44,"viviendas con posibilidad de funcionar separadas o conjuntamente, tiene acceso a la PA desde la calle y desde el interior de la vivienda de PB, vivienda de dos dormitorios, baño, estar, cocina comedor, cochera lavadero cubierto en PB, en PA vivienda de tres dormitorios, baño, cocina comedor, estar, terraza balcón, aparte en PB quincho, cochera semicubierta, depósito cubierto y sobre esto otro quincho o salon multiuso con baño, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion art 5, 27, 37, 144, 151, 179, 202 del CE, Ord 62/22, art 20, Anexo V",Fecha de visado invalida para formato AR (dd/mm/aaaa).
144,warning,invalid_ar_date,VISADO,44,"tes unidades de vivienda a construir, cada una con dos dormitorios, baño, cocina desayunador comedor estar, lavadero parrilla semicubierta con pergola, cochera semicubierta",Fecha de visado invalida para formato AR (dd/mm/aaaa).
145,warning,invalid_ar_date,VISADO,44,"ampliacion en vivienda unifamiliar existente, dormitorio en PA, en PB cocina comedor estar, dos dormitorios, baño, separado otro dormitorio al fondo con baño, espacio semicubirto con parrilla, cochera semicubierta la frente, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion ORd 130/22, art 20 (FOS y RETIRO), Infraccion art 5, 27, 37, 144, 151, 178, 202, 247 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
146,warning,invalid_ar_date,VISADO,44,"relevamiento de 4 unidades de vivienda , 3 de alquiler, una de un dormitorio, baño y cocina comedor, otra de PB cocina comedor, estar, baño y en PA un entrepiso dormitorio, la otra  igual, estas tres ubicadas al frente del lote, vivienda unifamiliar al fondo con cocina comedor estar, dos dormitorios, baño, espacio tipo quincho estar comedor, parrilla y horno, BAJO ORD 27/10, art 1, punto 2, inc 2, Infraccion art 5, 27, 37, 176, 178, 179, 202, 223, 227, 236, 247 del CE, Ord 130/22, art 20, Ord 53/07",Fecha de visado invalida para formato AR (dd/mm/aaaa).
147,warning,invalid_ar_date,VISADO,44,"demolición sin permiso de vivienda existente, monoambiente a construir al fondo del lote",Fecha de visado invalida para formato AR (dd/mm/aaaa).
148,warning,invalid_ar_date,VISADO,44,"relevamieto de dos viviendas, una en PB de dos dormitoiros, baño, cocina comedor, una en PA de un dormitorio, cocina comedor estar, baño, BAJO ORD 27/10, art 5, 27, 37, 130, 146, 149, 151, 179, 181, 182, 205, 214, 227, 232, 233, 247 del CE, Ord 53/07, Ord 130/22",Fecha de visado invalida para formato AR (dd/mm/aaaa).
149,warning,invalid_ar_date,VISADO,44,"vivienda existente a demoler, vivienda unifamiliar a construir, cuatro dormitorios, oficina en PA y estudio en PB, estar cocina comedor, galeria quincho semicubierta, cochera semicubierta doble, (67811,73)",Fecha de visado invalida para formato AR (dd/mm/aaaa).
150,warning,invalid_ar_date,VISADO,44,"relevamieto de local comercial al frente, vivienda  unifamiliar al lado, un dormitorio, baño, cocina comedor estar, cochera descubierta, deposito lavadero al fondo, BAJO ORD 27/10, art 1, punto 2, inc 2, Infraccion art 5, 27, 37, 179, 202 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
151,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar a cosntruir, en PB estar comedor cocina, baño, dos dormitorios, en PA dos dormitorios cada uno con su baño, cochera descubierta lateral",Fecha de visado invalida para formato AR (dd/mm/aaaa).
152,warning,invalid_ar_date,VISADO,44,"relevamiento de vivienda unifamiliar ampliada, pegada a la vivienda original, comedor estar, dos dormitorios, baño, cochera cubierta, galeria con parrilla, al fondo cancha de futbol 5, semicubiertoa a los ladosw, baños, piletas (3) tipo tanque australiano, pequeñas, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion Ard 130/22, art 21 (retiro), Infraccion art 5, 27, ,37, 176, 179, 247 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
153,warning,invalid_ar_date,VISADO,44,"departamentos (9) a construir en torre, un dormitorio, baño, cocina comedor esta, balcòn o terraza, Planteo 3 como oficinas, SE DEJA NOTA EN CARATULA",Fecha de visado invalida para formato AR (dd/mm/aaaa).
154,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar a construir, dos dormitorios, uno en suite con baño compartimentado y vestidor, baño, cocina desayunador comedor estar, lavadero cubierto, separado un estudio con baño, cochera semicubierta para dos vehículos, BAJO ORD 27/10, art 1, punto 2 inc 2 y 3, Infraccion ORd 130/22, art 21, Infraccion art 5, 27, 37, 176, 178, 179, 247 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
155,warning,invalid_ar_date,VISADO,44,"locales comerciales a construir, vivienda unifamiliar a demoler",Fecha de visado invalida para formato AR (dd/mm/aaaa).
156,warning,invalid_ar_date,VISADO,44,demolición de vivienda unfamiliar,Fecha de visado invalida para formato AR (dd/mm/aaaa).
157,warning,invalid_ar_date,VISADO,44,"ampliación vivienda unifamiliar , a ejecutar en PA sobre cochera un depto de un dormitorio, baño y cocina comedor, a demoler un pequeño deposito, BAJO ORD 27/10, art 1, punto 2, inc 2, Infraccion art 5, 27, 37, 179, 247 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
158,warning,invalid_ar_date,VISADO,44,"a demoler existente al frente, en  su lugar vivienda a construir al frente, un dormitorio, baño, cocina comedor estar, cocheras descubiertas, Vivienda al fondo en PB cocina comedor baño, en PA dos dormitorios y baño, BAJO ORD 27/10, art 1, punto 2, inc 2, Infraccion art 5, 27, 37, 179, 232 del CE, Infraccion Ord 56/07, art 3, inc 2, sub inc 1",Fecha de visado invalida para formato AR (dd/mm/aaaa).
159,warning,invalid_ar_date,VISADO,44,"relevamiento de vivienda unifamiliar con dos dormitorios, cocina, comedor estar,  baño, lavadero, descubierto, sector de parrilla, depòsito al fondo, local comercial con foza, ocupa vereda con techo, BAJO ORD 27/10, art 1, punto 2, inc 1, 2 y 3, Infraccion art 5, 27, 37,144, 151, 179, 202, 223, 230, 233 del CE, Ord 130/22, art 20, Zona Urbana",Fecha de visado invalida para formato AR (dd/mm/aaaa).
160,warning,invalid_ar_date,VISADO,44,"dos unidades de vivienda a cosntruir, dos dormitorios, cocina, cocmedor estar, baño, no marca cochera",Fecha de visado invalida para formato AR (dd/mm/aaaa).
161,warning,invalid_ar_date,VISADO,44,"vivienda existente con planos, tipo 2002, tres dormitorios, baño, cocina comedor estar, semicubierto lateral y acceso, galpón depósito a relevar al frente del lote, baño, entrepiso, BAJO ORD 27/10, art 1, punto 2, inc 2, Infraccion art 5, 27, 37, 144, 151, 176, 202, 232, 246, 256 del CE, ORd 130/22, art 20, anexo V",Fecha de visado invalida para formato AR (dd/mm/aaaa).
162,warning,invalid_ar_date,VISADO,44,"relevamiento vivienda tipo Viviendas 2002, dos dormitorios, cocina comedor estar, baño, espacio cochera semicubierto, BAJO ORD 27/10, art 1, punto 2, inc 2, Infraccion art 5, 27, 37, 144, 151, 178, 202, 236 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
163,warning,invalid_ar_date,VISADO,44,"relevamiento vivienda unifamiliar,tres dormitorios, baño, cocina comedor estar, galeria semicubierta quincho, BAJO ORD 27/10, art 1, punto 2, inc 2, Infraccion art 5, 27, 37 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
164,warning,invalid_ar_date,VISADO,44,"relevamiento de dos unidades de vivienda, una al fondo del lote, dos dormitorios, baño, cocina comedor, otra al frente dos dormitorios, baño, cocina comedor estar, espacio de cocheras descubierta, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion art 5, 27, 37, 144, 151, 179, 201, 202, 223 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
165,warning,invalid_ar_date,VISADO,44,"relevamiento construccòn al fondo del lote, SUM, baño y depòsito en PB y deposito en PA, a construir en el frente hall, dos salas amplias divisibles en cuatro, grupo sanitario separado por sexos, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion Ord 130/22, art 20, anexo V, Infraccion Ord 56/07, art 3, inc 2, sub inc 2, infraccion art 5, 27, 37, 144, 151, 176, 202, 232, 246, 256 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
166,warning,invalid_ar_date,VISADO,44,"relevamiento de vivienda unifamiliar con tres dormitorios, cocina comedor estar, dos baños, lavadero, cochera semicubierta para dos vehiculos con sector de parrilla, pileta de fibra de vidrio al fondo, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3,Infraccion CE art 5, 27, 37, 236 del CE, Ord 130/21, art 21",Fecha de visado invalida para formato AR (dd/mm/aaaa).
167,warning,invalid_ar_date,VISADO,44,"relevamiento de salón religioso, quincho al fondo, entrepiso en el frente, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion Ord 130/22, art 20, anexo V, infraccion art 5, 27, 37, 176, 179, 227, 230, 236, 258, 264 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
168,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar a construir, tres dorimitorios, uno en suite con baño y vestidor, baño, cocina comedor estar, cochera semicubierta doble, galeria posterio con parrilla",Fecha de visado invalida para formato AR (dd/mm/aaaa).
169,warning,invalid_ar_date,VISADO,44,"relevamiento de viviendas, un grupo de dos, otras sobre dos locales comerciales ubicados en PB, BAJO ORD 27/10, art 1, punto 2, inc 2, Infraccion Ord 53/07",Fecha de visado invalida para formato AR (dd/mm/aaaa).
170,warning,invalid_ar_date,VISADO,44,"depósito a construir en vivienda existente ahora utilizada por el Poder Judicial, Bajo ord 27/10,m art 1, punto 2, inc 2 y 3, Infraccion art 5, 27, 37, 179, 223, 232, 233 del CE, Ord 130/22, art 20, Anexo V",Fecha de visado invalida para formato AR (dd/mm/aaaa).
171,warning,invalid_ar_date,VISADO,44,"relevamiento de cuatro cabañas de madera, BAJO ORD 27/10, art 1, punto 2, inc 2, Infraccion art 5, 27, 37, 144, 176, 178, 179, 181 194, 198, 201, 202, 205, 214 del CE, Ord 53/07",Fecha de visado invalida para formato AR (dd/mm/aaaa).
172,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar existente con antecedentes en PB estar comedor cocina, baño copleto, lavadero semicubierto, cochera semicubierta, en PA dos dormitorios, dos unidades de vivienda de alquiler a relevar, cada una un dormitorio, baño, cocina comedor, cochera semicubierta, BAJO Ord 27/10, art 1, punto 2, inc 2, Infracción art 5, 27, 37, 178, 179, 201, 202, 226, 232, 247 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
173,warning,invalid_ar_date,VISADO,44,"demolición de vivienda unfamiliar, vivienda unifamiliar a construir, tres dormitorios, baño principal compartimentado, balcones, estar, cocina comedor, galeria quincho con toilete de acceso exterior, cochera cubierta",Fecha de visado invalida para formato AR (dd/mm/aaaa).
174,warning,invalid_ar_date,VISADO,44,"relevamiento de dos unidades de vivienda , cada una de dos dormitorios, cocina comedor estar, baño, una con cochera cubierta, la otra con un deposito cubierto sin acceso desde la calle, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion Ord 130/22, art 20, Anexo VB, infraccion Cod de Edif Art 5, 27, 37, 130, 144, 151, 178, 179",Fecha de visado invalida para formato AR (dd/mm/aaaa).
176,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar a construir, tres dormitorios, una con baño privado, baño, cocina comedor estar, patio interno, cochera descubierta lateral",Fecha de visado invalida para formato AR (dd/mm/aaaa).
177,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar existente declarada, dos dormitorios, dos baños, escritorio, deposito, toilete exterior, estar comedor cocina, hall, quincho con depósito y baño y piscina a construir",Fecha de visado invalida para formato AR (dd/mm/aaaa).
178,warning,invalid_ar_date,VISADO,44,"Local comercial en PB, vivienda en PA con tres dormitorios, cocina comedor estar, baño, lavadero, cochera descubierta, vivienda al fondo, con dos dormitorios, baño, cocina comedor estar, cochera semicubierta",Fecha de visado invalida para formato AR (dd/mm/aaaa).
179,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar existente, dos dormitorios, baño completo compartimentado, toilete, estar comedor cocina, cochera semicubierta al frente con sector parrilla, a colocar piscina al costado de la vivienda",Fecha de visado invalida para formato AR (dd/mm/aaaa).
180,warning,invalid_ar_date,VISADO,44,"tres unidades de vivienda a construir, apareadas, en PB estar comedor cocina, roilete, cochera semicubierta, en PA, baño y dos dormitorios con balcon al fondo y parrilla",Fecha de visado invalida para formato AR (dd/mm/aaaa).
181,warning,invalid_ar_date,VISADO,44,"relevamiento de amplaciòn realizada en galpòn, depòsito, un entrepiso, BAJO ORD 27/10, art 1, punto 2, inc 2, Infracciòn art 5, 27, 37, 144, 179, 202, 223, 233 del CE",Fecha de visado invalida para formato AR (dd/mm/aaaa).
182,warning,invalid_ar_date,VISADO,44,"relevamiento de dos unidades de alquiler, monoambientes, tres unidades de dos dormitorios, baño, cocina comedor, cochera semicubierta y pileta  existentes al fondo , BAJO ORD 27/10, art 1, punto 2, inc 2, Infraccion Ord 130/22, art 23, Anexo V, CE art 5, 27, 37, 144, 176, 178, 236",Fecha de visado invalida para formato AR (dd/mm/aaaa).
183,warning,invalid_ar_date,VISADO,44,"relevamiento de vivienda unifamiliar de dos dormitorios, baño, cocina comedor estar, dos viviendas apareadas exixtentes de un dormitorio, baño, cocina comedor, cochera decubierta.BAJO ORD 27/10, art 1, punto 2 y 3, Infraccion Ord 56/07, art 3, Ord 53/07, CE art 5, 27, 37, 130, 176, 178, 179, 181, 182, 201, 202, 231",Fecha de visado invalida para formato AR (dd/mm/aaaa).
184,warning,invalid_ar_date,VISADO,44,"plano conforme a obra, edificio de departamentos, 11 departamentos, 9 de un dormitorio, cocina comedor estar, baño y balcon, dos de dos dormitorios, cocina comedor estar, balcon al frente, quincho en la terraza con piscina, faltan cocheras, local comercial en PB, BAJO ORD 27/10, art 1, punto 2, inc 2 y 3, Infraccion Odr 53/07, Ord 130/22, art 19, Anexo V, Infraccion CE art 5, 27, 37, 176, 178, 179, 181, 182, 202, 232, 240, 264",Fecha de visado invalida para formato AR (dd/mm/aaaa).
186,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar a consrtuir, un dormitorio, cocina comedor estar, baño, cochera descubierta, a verificar COTA *10,00m",Fecha de visado invalida para formato AR (dd/mm/aaaa).
187,warning,invalid_ar_date,VISADO,44,"vivienda unifamiliar a consrtuir, un dormitorio, cocina comedor estar, baño, cochera descubierta, a verificar COTA *10,00m",Fecha de visado invalida para formato AR (dd/mm/aaaa).
188,warning,invalid_ar_date,VISADO,44,"local comercial en PB y cocheras semicubiertas, en PA siete monambientes, a construir",Fecha de visado invalida para formato AR (dd/mm/aaaa).
